"census_tract","med_inc_estimate","med_age_estimate","perc_poverty_estimate","perc_owners","perc_ethnic","counts","residuals"
36047020500,149643,35,4.2,39.9367088607595,88.4106891701828,2,-1.11953155210294
36047020600,95104,39,18.3,69.9507389162562,99.4797919167667,1,-1.73079524446752
36047020700,175833,36.9,4.9,46.6463414634146,91.9333625602806,3,0.0306174204602148
36047020800,62723,45.3,8.9,45.4918032786885,97.3634053367217,1,-1.78586745180379
36047021000,64250,36,28.8,44.3719412724307,97.9213066072754,3,-0.393460647565888
36047021100,87850,35.6,12.4,22.0338983050847,58.7173579109063,4,0.614246240749133
36047021200,62519,37.3,24.3,32.2352941176471,98.6201705970898,2,-1.49137755328848
36047021300,80275,39.2,20.6,4,36.1720430107527,1,-2.58367128508528
36047021400,78272,26.5,30.9,40.4536862003781,100,1,-2.81355529194962
36047021500,109130,37.5,10.1,28.1158357771261,68.157632191553,3,-0.229045998326484
36047021700,88828,33.8,14.5,16.8647425014148,68.4154175588865,4,0.399025397127682
36047021800,66169,22.5,10.9,29.4047619047619,100,1,-2.8527402757318
36047021900,114750,33.7,11.7,24.0623196768609,49.2483894058697,2,-1.36652342658059
36047022000,44716,19.4,57.8,16.9712793733681,99.5189416716777,4,-0.810445266390216
36047022100,63636,35.4,27.7,21.6711956521739,52.714015662976,2,-1.5855903655534
36047022200,48594,21.2,46.3,22.5746268656716,100,6,1.49990061547464
36047022400,57457,21,24.2,39.2217898832685,99.8231966053748,2,-1.92409695237937
36047022600,79022,20.6,9.3,48.021582733813,100,1,-2.585958126342
36047022700,122400,33.3,9.5,23.883696780893,69.4724770642202,6,2.56340295093043
36047022900,121997,32.7,13,27.190136275146,72.865329512894,1,-2.4645986002097
36047023000,53208,19.1,40.1,30.0312825860271,98.1616780579778,3,-1.35324429427358
36047023100,150288,33.6,7.8,26.0249554367201,72.6618705035971,2,-1.3808500719495
36047023200,62973,15.5,32.6,29.3818797629128,99.9844285269387,1,-3.38788916063777
36047023300,80000,31.5,32.7,24.4972577696526,63.8616038704002,8,4.21507107751003
36047023800,40335,16.7,30.8,19.0222222222222,100,1,-3.49433406318616
36047024000,43371,20,44.6,22.6190476190476,97.4214876033058,1,-3.50514979005796
36047024100,76528,30.6,33.9,16.0550458715596,88.0041011619959,2,-2.07193743123998
36047024200,56250,23.6,18.2,45.5714285714286,99.4855967078189,1,-2.64752289334244
36047024300,94107,37.3,13.5,34.8600508905852,55.4627696590118,2,-1.11837756266443
36047024400,58342,25.6,37.4,35.8255451713396,99.9424956871765,1,-3.01011701307135
36047024500,100547,35.3,10.8,29.4710327455919,48.7299465240642,8,4.79109412765332
36047024600,76652,33.5,14.6,50.1706484641638,98.3391608391608,1,-2.18587556258023
36047024700,63200,31.1,27.6,11.4088820826953,63.2617118703769,9,5.05832434621604
36047024800,61466,32.7,16.4,51.0723860589812,100,3,-0.229566684775128
36047024900,85871,32.7,17.6,13.3724027703783,61.6135662898253,2,-1.71017832351424
36047025000,51875,42.3,18.5,42.8571428571429,99.5327102803738,2,-1.07188120645608
36047025100,56111,31.9,32,18.4551886792453,48.5960144927536,7,3.20175418109854
36047025200,54750,37.8,19.2,22.6504751847941,98.1411904291082,4,0.43942849134778
36047025300,87981,30.2,18.7,30.6826706676669,62.7591502431533,2,-1.52728211552627
36047025400,83637,38.6,15.9,42.880658436214,100,1,-2.16103186006393
36047025600,69181,41.8,13.3,37.4216651745748,100,1,-2.1083814324088
36047025700,106579,29.7,18.3,19.8375870069606,87.2060857538036,6,2.18022998172359
36047025800,57431,39.4,29.9,22.7642276422764,97.6936149550862,3,-0.651730040836639
36047025901,75341,29.4,30.7,12.8010139416984,62.9664179104478,3,-1.01720464792556
36047026000,61118,43.3,11.4,44.5692883895131,99.2297817715019,6,3.08958724117974
36047026100,81827,30.7,34.3,1.16539668310175,58.9571220930233,5,0.800464160217983
36047026200,107760,42.4,11,56.2421185372005,98.1311835837303,1,-1.73719178061194
36047026300,77546,32.2,19.6,26.1363636363636,37.1060807811807,4,0.558712467696844
36047026400,73029,38.9,15.4,26.2958280657396,99.434772778657,4,0.58381963840809
36047026500,77545,34.1,22.4,24.2375601926164,51.1583472653451,5,1.49341207980662
36047026600,51724,35.6,15.1,41.5921288014311,100,3,-0.271516311246919
36047026700,121771,36,9.7,26.7241379310345,58.0302063390768,3,-0.254464747916848
36047026900,89573,33.2,16.6,31.285367825384,63.429888084266,4,0.6092717371173
36047027100,96016,33.4,13.7,17.4799708667152,34.0534701593303,4,0.550091270564702
36047027200,64286,40.7,22.9,35.1370851370851,100,2,-1.31606977642486
36047027300,95735,35.2,12.4,37.6388888888889,24.6212121212121,1,-1.99882331449681
36047027400,51738,48,15.2,48.9925768822906,98.9278470008693,1,-1.73158303196884
36047027500,85466,35.5,20.2,35.5543418896778,32.2683706070287,3,-0.163315391576972
36047027600,60652,39,16.7,18.7685459940653,99.1978609625668,6,2.44555275907039
36047027700,67926,32,20.7,21.1223203026482,26.464983325393,4,0.49813086378544
36047027800,66113,34.8,12.1,27.763272410792,96.0307298335467,5,1.53103277434487
36047027900,65433,35.1,22.5,30.938242280285,46.1331177580167,4,0.65726894182732
36047028000,84076,42.9,6.4,58.6370839936609,95.0765864332604,1,-1.60433533688102
36047028100,43176,28.1,30.3,7.42574257425743,43.7451886066205,9,4.93602257159327
36047028200,51646,45.9,14.2,46.2783171521036,92.2703751617076,2,-0.805076049073311
36047028300,43254,34.9,32.8,13.0407523510972,60.4131227217497,5,1.15207907427012
36047028400,58373,37.3,19.4,15.5490051584377,100,5,1.29467985728816
36047028501,55192,35,33.2,0,83.0065359477124,6,1.83993457923599
36047028600,45918,34,31.5,7.59426447158789,94.6246192438631,5,0.907364384192137
36047028700,58247,31.8,28.6,12.8955696202532,60.2031101237702,3,-0.89480395312091
36047028800,58000,40.5,17.3,26.1861313868613,99.7142857142857,3,-0.39203830175649
36047028900,42456,35,28.4,16.8604651162791,38.6351277868407,5,1.37037823373638
36047029000,55545,48.6,28.5,17.2086720867209,100,3,-0.426418555130845
36047029100,101719,33.6,17.6,23.7084217975938,39.9277577104751,3,-0.418704379168362
36047029200,45708,42.2,20.6,22.0941402497598,95.6201693043798,4,0.568350485673142
36047029300,52361,38.2,19,22.0779220779221,36.5341545352744,3,-0.297239783697104
36047029400,82784,49.5,17.9,24.4377811094453,88.9833784306146,2,-1.08382280299
36047029500,100750,37,18.4,43.4599156118143,42.2582181991424,2,-0.999018513520288
36047029600,58407,37.8,38.1,18.7039764359352,98.2461891493198,5,1.11159841552329
36047029700,86225,38.8,15.9,50.1698754246886,25.0582010582011,2,-0.721497667884441
36047029800,55214,32.4,29.2,32.965165675446,97.0356203681568,1,-2.70439281509449
36047029900,66989,34.9,35.2,34.0635268346112,43.7160589604344,5,1.53626748535895
36047030000,52279,37.1,28,36.3774733637747,93.9995330375905,3,-0.461568926086674
36047030100,110938,34.2,22.4,34.3608340888486,29.6658259773014,5,1.75382563367985
36047030300,35679,40.6,29.2,16.1470451372731,21.3344149259785,1,-2.39330276118713
36047030400,53693,43.8,23.8,28.240450845335,97.2530120481928,2,-1.32764190768323
36047030500,127313,35.4,9.5,6.89655172413793,66.0185061016495,6,2.36685061101781
36047030700,42902,41.6,28.4,15.2691680261011,23.4873749404478,2,-1.37228894282879
36047030800,64545,52.2,7.8,71.9178082191781,100,2,-0.113690713223473
36047030900,67969,30.9,28.5,28.8816503800217,24.2231374017222,3,-0.509040804224781
36047031100,82726,35.9,19.1,20.452640402347,32.9911504424779,5,1.61237617666552
36047031300,98828,41.5,19.1,20.600272851296,36.8618915710328,1,-2.21416605731311
36047031401,81643,47.2,5.7,55.0875273522976,99.2724487842236,5,2.47284651972384
36047031500,88200,32.8,11.3,14.163961038961,55.3235515425132,4,0.419829024872503
36047031701,104056,33.4,12.4,23.800505050505,41.0048266783677,4,0.64375587356245
36047031702,107106,32.5,6.7,30.3781773093614,61.6130678917815,5,1.7157163487435
36047031900,89468,38.4,6.6,30.4313099041534,58.0157480314961,4,0.93013564455201
36047032100,73949,35.2,11.9,7.57381258023107,49.187306501548,4,0.408216627282679
36047032300,72353,38.2,17.7,21.0765239948119,37.2850122850123,3,-0.298913310107044
36047032500,86282,32.3,22.3,3.04347826086957,32.9629024350384,3,-0.840288625474752
36047032600,37183,35.5,45.3,21.7948717948718,64.747225647349,10,6.12561029646016
36047032700,68611,37.3,12.7,22.5591715976331,43.6918496464458,5,1.73818861085216
36047032800,45603,47.8,22.2,45.360824742268,68.6664381213576,4,1.23063875800731
36047032900,92769,32.7,18.1,21.8937644341801,48.8645781534891,1,-2.52297716344842
36047033500,80833,26.8,24.6,44.0087145969499,65.010866190624,1,-2.51156585850942
36047033900,44947,36.4,24.9,26.1857707509881,44.6428571428571,2,-1.40500780092844
36047034200,20706,38.5,42,5.82627118644068,64.9443207126949,6,2.00653938297681
36047034300,25083,38.1,45.8,10.3553299492386,35.2517985611511,2,-1.86086568168084
36047034500,55774,32.6,15.3,26.9045323047252,45.9601653513717,4,0.607531462595101
36047034800,57750,30.1,17.1,12.1175030599755,90.646326776395,5,1.06814506858766
36047034901,50150,39.6,5.5,0.519480519480519,33.4168336673347,1,-2.40703611322597
36047034902,47444,33.6,20.9,10.3969754253308,24.4704709693496,3,-0.620357762803152
36047035101,42429,29,26.4,4.22125181950509,20.2122015915119,6,2.06519092018029
36047035102,41250,35,39.5,14.5772594752187,51.6829191569676,6,2.12431275487868
36047035200,12110,71.4,53.8,0.721500721500722,80.4725503822099,1,-2.20680850078317
36047035301,39688,31.3,34.3,3.54295837023915,30.9440559440559,3,-1.02343117025899
36047035400,56930,58.7,13.3,49.6446339729922,97.9117486834937,2,-0.332639371961807
36047035500,54005,40,14.6,1.9020446980504,32.0548420687261,2,-1.49130223291255
36047035701,45296,34.2,30.9,5.12820512820513,23.2156862745098,1,-2.82093986831909
36047035900,67264,31.9,22.6,10.5329949238579,29.3618410314999,8,4.28113073928044
36047036001,28952,58.6,32,18.8078703703704,99.2921492921493,1,-2.11135808171521
36047036002,38047,58.5,26.8,8.26861580630425,96.7368664660958,5,1.79363915776467
36047036100,21398,36.5,40.1,11.6222760290557,27.0082644628099,4,0.220016903860732
36047036200,51768,36.3,29.6,23.8424326192122,97.3316062176166,2,-1.73181442623158
36047036300,34916,33.9,31.6,18.9663128749423,19.284188034188,5,1.4047139950407
36047036502,47279,24.1,36.2,10.8614232209738,38.6694386694387,1,-3.20145987931451
36047036600,48075,36.7,30.2,24.6178600160901,96.4544138929088,6,2.28971979298495
36047036900,38036,33.2,29.5,14.5674044265594,45.2347334980586,8,4.22952935964364
36047037000,79688,46.1,17.7,67.1897289586305,99.1634799235182,2,-0.52958144954326
36047037100,98281,32.7,12.1,34.9397590361446,27.6393110435664,2,-1.13545011571328
36047037300,71518,31.8,27.7,22.3911903513372,40.2151734372102,2,-1.64190750305716
36047037401,56667,37,16.9,30.7395143487859,93.6766623207301,1,-2.40294687429088
36047037402,57667,44.9,16,18.7026515151515,93.0634702299076,1,-2.32310774863883
36047037500,80268,33.8,18.3,19.5394736842105,43.8426300188628,7,3.49297052800863
36047037700,77302,34.7,20.2,33.1562167906482,36.7909559698532,2,-1.24857826444632
36047037900,49427,39,27.9,33.8509316770186,16.5594521684997,4,0.884130000119237
36047038100,56909,36.3,23.2,14.989898989899,42.3139894487902,4,0.439646083977367
36047038200,20908,35.8,49.6,1.83342063907805,51.3484550812645,1,-3.19851146162159
36047038300,82286,35.9,19.4,36.2627197039778,31.9238095238095,3,-0.125696328343162
36047038500,90275,30.6,16,27.9519679786524,41.0976388002553,6,2.56858089680483
36047038600,90219,36,17.5,42.6923076923077,100,12,8.72677747220931
36047038700,76150,32.5,29.1,43.9606013478486,43.1778929188256,7,3.70668026341544
36047038800,76221,36.7,13.7,28.6864931846344,90.1151151151151,3,-0.387735943453345
36047038900,83036,32.6,24.2,24.3060765191298,85.5829228243021,6,2.27603958262489
36047039000,78088,33.1,12.4,66.8021680216802,100,2,-0.900420428591364
36047039100,96870,30,20.4,4.330900243309,93.6331162008825,3,-1.12226099773908
36047039200,54276,32,11.9,31.128074639525,89.6150402864816,3,-0.477351263143619
36047039300,98672,29.3,13.9,16.6557805355976,85.32634587899,3,-0.816947730057192
36047039500,52188,31.5,24.1,19.6623093681917,63.2208922742111,4,0.256981184086976
36047039600,82868,40.8,11.8,47.5699558173785,98.422090729783,1,-1.94648148505859
36047039700,79087,34.7,12.1,25.8187357197258,59.4352159468439,3,-0.35202543696371
36047039800,81078,37.5,14.5,53.5955056179775,100,3,-0.00105831710583503
36047039900,61543,30.9,25.2,20.5744431418523,60.6224627875507,5,1.24759735600075
36047040000,56541,42.8,16.9,46.3495575221239,98.5316265060241,4,1.02898126185358
36047040100,60750,34.5,35.6,31.1955661124307,64.1288850869689,4,0.384848109104694
36047040200,67986,41,20.5,50.0594530321046,100,4,0.974185952345546
36047040300,86309,34.2,23.7,35.1943462897527,44.8938093086308,8,4.68615000240538
36047040400,98482,38.5,11.1,51.959686450168,98.5232866338508,1,-1.94141215971039
36047040500,66362,30.5,20.8,17.7033492822967,64.4459102902375,1,-2.76819891371395
36047040600,75885,36.1,12.4,36.9082125603865,99.2952428895042,2,-1.29194492968865
36047040800,90000,39.6,21.9,55.4078014184397,100,6,2.99649700386796
36047040900,63626,34.1,30.2,10.5064247921391,82.6941986234022,3,-0.973369358455192
36047041100,58377,36.4,21.8,24.6068455134135,64.991452991453,2,-1.47292643141087
36047041200,115714,38.8,22.2,49.0118577075099,100,5,1.85975618179851
36047041300,86190,33.4,14.6,27.8748180494905,76.4465065502183,6,2.5330181017244
36047041401,52750,34.8,26,44.1860465116279,95.4582319545823,1,-2.38755002222951
36047041500,93211,34.3,20.5,24.3343653250774,61.7611088463106,3,-0.516128488867289
36047041700,31250,36.8,27.6,10.5873821609862,74.6176470588235,3,-0.812098952952781
36047041800,53830,27.4,22.8,25.8215962441315,99.7690531177829,3,-0.912342288134619
36047041900,62656,28.8,35.6,9.60591133004926,62.1516164994426,1,-3.15468375168541
36047042000,82606,28.8,20.1,45.979381443299,99.27333705981,2,-1.49246062667168
36047042100,97250,32,18.5,14.8997134670487,87.2653245871975,6,2.17235443425985
36047042200,67277,32.3,22.2,39.3351800554017,96.8831168831169,4,0.495385459859162
36047042300,95506,30.7,12.7,8.19559228650138,88.6186540731995,2,-1.9072462992889
36047042400,65278,39.8,22.2,30.6105610561056,99.7972630511911,3,-0.410503982529084
36047042500,89044,27.9,25,13.6154553817847,94.2196531791908,3,-1.10501962411055
36047042600,77500,36.7,30.1,34.9116161616162,99.3776350130496,5,1.4492790197839
36047042700,91750,31.1,14.4,10.3139013452915,93.2577054794521,12,8.0982761012588
36047042800,78807,43.3,9.9,37.3673036093418,98.9816700610998,4,0.99223553714552
36047042900,67908,29.3,26.1,4.58762886597938,89.7654584221748,8,3.79566775104693
36047043000,52652,34.7,13.1,19.2481203007519,99.8732251521298,3,-0.643101487711623
36047043100,86530,30,7.8,4.8014226437463,92.2017220172202,4,0.0662105097927822
36047043200,81548,38.2,16.3,23.5783633841886,99.5402298850575,4,0.502536296457307
36047043300,40000,32.3,31.8,6.18153364632238,67.8726483357453,4,-0.0655318453080656
36047043400,60724,40.4,27.2,30.8366533864542,97.8266428023523,1,-2.4478354943825
36047043500,82967,32.9,21.3,20.4465334900117,84.0144230769231,4,0.268941771797565
36047043600,74197,40.9,17.7,29.8547606239914,99.0002040399918,2,-1.32053071848712
36047043700,59643,31.8,17.4,10.244161358811,88.7706631198936,5,1.09760809940218
36047043800,70344,31.9,12.5,17.4431202600217,97.940074906367,3,-0.750168892497025
36047043900,71471,39.1,20.4,38.5261194029851,73.3628318584071,8,4.83218882461447
36047044000,85000,29.3,20.3,34.375,97.6896551724138,1,-2.66396781818294
36047044100,63378,31.9,28.9,8.47280334728034,89.1485809682805,8,3.91059331354924
36047044200,69722,34.8,19.4,56.3218390804598,99.6504854368932,1,-2.11265993613157
36047044300,94327,34.3,18.1,13.753280839895,98.4340044742729,5,1.18925946436322
36047044400,65500,32,26.7,27.3831775700935,93.9587128111718,1,-2.76265035298223
36047044500,84318,34.3,21.7,18.562874251497,93.9792387543252,6,2.23749234519553
36047044600,59464,35,11.1,40.6611570247934,98.613251155624,1,-2.24572919382895
36047044700,86595,35,39.4,6.05405405405405,83.0763299922899,4,-0.146141752202342
36047044800,76364,41.8,9.7,61.096256684492,99.2387166938554,1,-1.66349889578779
36047044901,55156,29.3,33.2,1.80904522613065,44.1631042420257,1,-3.15878123751382
36047045000,84583,27.4,34.6,45.0643776824034,98.805256869773,1,-2.75350636914179
36047045300,61420,39.6,44.6,0,73.3688415446072,5,0.875728569092105
36047045400,88456,30.1,7.7,46.2776659959759,82.0935175345377,5,1.79944143116231
36047045600,83289,41,13.6,17.0076726342711,99.1391028545537,3,-0.473520096972794
36047046000,78155,37,14.7,48.8464598249801,95.2755905511811,1,-2.07944980265009
36047046201,40058,44.1,14.2,39.1423357664234,99.6323529411765,2,-1.01399308123596
36047046202,88092,27.9,15.1,60.0378787878788,98.3879355174207,1,-2.2168603189018
36047047600,54149,17.6,18.5,43.0232558139535,95.6955530216648,3,-0.878570603561358
36047047700,176190,33.3,10.7,24.8373101952278,99.7215189873418,2,-1.56347896628698
36047047800,57228,26.6,21.3,37.9924953095685,98.0932203389831,4,0.290121346909234
36047048000,35088,38.6,43.6,18.0497925311203,96.8908819133034,3,-0.943114071387672
36047048100,103529,33.2,9.4,17.089552238806,96.5890455887176,5,1.3360389669739
36047048200,53301,41.9,14.2,35.3383458646617,92.8107923497268,2,-1.12204498098667
36047048500,106893,31.6,22.4,15.893385982231,91.5240083507307,4,0.103608610126783
36047048600,58722,28.8,18.2,27.3067331670823,79.8324542351846,4,0.305867170792004
36047048800,72254,34.5,14,43.0899215449608,92.5983899821109,1,-2.23739922944769
36047049000,69575,35.8,11.9,23.2054176072235,90.5984519539362,1,-2.48557186575233
36047049100,41156,40.3,30.6,18.5866764814133,82.4764663287473,7,3.36290264644264
36047049200,99444,39.2,26.2,54.5527156549521,87.1497584541063,3,-0.0371116494891557
36047049302,51860,36.7,32,5.21102497846684,87.1127879269261,10,5.98251509254731
36047049500,101875,30.4,26.4,10.2714600146735,85.4723372224313,6,1.94021510676588
36047049600,71952,36,14,31.3851080864692,97.7111286503552,9,5.59772436022114
36047049700,129489,33.4,7.9,23.6907730673317,96.2287480680062,9,5.47426731289065
36047049800,73066,37.8,6.4,24.4010088272383,94.2236484818563,2,-1.33778600430231
36047049900,101250,32.6,6.6,30.7692307692308,97.1366594360087,3,-0.421081507834919
36047050001,113780,51.3,5.8,52.5252525252525,89.6279069767442,3,0.606251559066149
36047050100,103846,33,14,18.8157894736842,96.9275549805951,9,5.29272537744028
36047050202,93995,47.7,6.7,62.8892733564014,98.5229540918164,2,-0.392077732067867
36047050300,151250,32.6,6.7,18.0766449746927,97.0491803278688,4,0.367846838741119
36047050401,139947,39.2,9.6,22.3856209150327,87.5836680053548,1,-2.34106371991015
36047050402,136825,43.6,10,56.1105207226355,76.6150560597971,5,2.40423896989035
36047050500,70361,33.5,29.7,8.16640986132511,72.2785977859779,2,-1.98181832258554
36047050600,71316,37.3,14.4,17.6995305164319,63.1490787269682,8,4.55313053014227
36047050700,54342,12.6,39.9,27.0231213872832,97.999487047961,4,-0.616794268163003
36047050801,68125,32.9,19.4,0,39.7295228374585,5,1.14141835280887
36047050803,77625,33.5,21,3.57142857142857,44.0625,6,2.18033384905119
36047050900,35333,13,68.5,26.278118609407,99.8915401301518,3,-2.02022856180693
36047051001,57464,30.2,20.4,0,22.1576097854421,3,-0.889469185603996
36047051002,60193,35.4,12.9,6.61805945036455,40.7032866007814,3,-0.57943729305524
36047051100,72803,37.1,23.1,9.52868852459016,94.119094488189,1,-2.83844001172323
36047051300,126358,32.1,17.5,10.4365079365079,94.7755834829443,12,8.08441235162241
36047051400,93630,38.2,9.7,11.8581455485778,49.3729989327641,2,-1.39089471221022
36047051500,183056,33.3,8.6,23.3922829581994,93.8680926916221,1,-2.53388601164565
36047051601,63672,32,20.5,4.66804979253112,34.2244938077452,1,-2.80372484042727
36047051602,66875,37.6,11.3,2.58199581297976,30.6868634108122,2,-1.50879332593978
36047051700,191964,34,6.6,24.0886347390994,99.1759226083841,3,-0.493349343464632
36047051800,92098,38.2,9.8,35.700575815739,59.5902612826603,3,-0.0402803456955671
36047051900,205184,34.1,7,12.9217059197963,96.9156159068865,7,3.3290612500147
36047052000,118343,39.7,16.3,32.4074074074074,74.4302390216787,8,4.80338791321404
36047052300,91111,31.8,22.6,20.4155374887082,91.6539343009931,11,7.18181458393778
36047052500,30078,28.8,32.5,0,96.9812426729191,8,3.58422847498678
36047052600,83152,37.5,14.5,20.4872646733112,82.3173681664248,4,0.524702977959942
36047052700,61563,31.8,15.4,6.75335570469799,91.5618287818349,8,4.05594384321291
36047052900,38690,30.3,35.5,11.4285714285714,100,1,-3.23069027797238
36047053200,70816,33.8,14.9,51.5625,93.9183987682833,6,2.86144125288442
36047053400,58800,32.6,17.5,20.1015965166909,93.2463227677646,1,-2.7325600426736
36047053700,42143,14.3,43.1,25.7142857142857,98.4611797621823,1,-3.62794074714287
36047053800,67521,36.9,13.4,17.6744186046512,83.3694745621351,6,2.46897260776349
36047053900,32321,27.2,55.7,14.5317545748116,96.6548042704626,1,-3.54910373666889
36047054200,60750,45.4,21.8,21.5214564369311,97.5206611570248,6,2.64125282936255
36047054900,163269,30.8,22.6,12.9363449691992,100,5,0.989852266003893
36047055000,58409,39.8,23.7,30.420054200542,91.8540866703236,3,-0.401364096272618
36047055100,120841,35.2,12.8,21.7577706323687,87.1630727762803,6,2.47225256960715
36047055200,91731,47.7,9.5,23.3333333333333,99.7256515775034,9,5.90947391832244
36047055300,131016,32.6,20.7,23.2638888888889,99.9037227214377,13,9.24766304242341
36047055400,70833,37.1,12.2,16.3875598086124,98.7678659438147,3,-0.593152423567675
36047055500,187115,33.1,5.9,28.0107647454586,94.2889956149509,5,1.57154831698148
36047055600,66048,41.2,31.1,32.9866270430906,98.7421383647799,1,-2.4434157591103
36047055700,117353,33.1,4.8,10,98.9222915484969,2,-1.73056130045175
36047056100,146250,35.1,6,19.2961876832845,98.0800877674163,7,3.47698583727004
36047056301,139760,33.9,11.2,16.9647419519673,98.1365065110013,4,0.325958879113292
36047056400,84524,42.7,10,87.2605363984674,97.240575204042,2,-0.196265786995614
36047056500,113634,36,6.5,13.7822198842714,99.5498199279712,3,-0.597245102207593
36047056600,79236,53.2,25.7,43.5540069686411,83.2098765432099,1,-1.72792940211369
36047056800,88661,45.2,23.2,65.4611211573237,100,4,1.33198327045916
36047056900,155804,36.2,3.5,35.0649350649351,98.3853006681514,4,0.808097796232268
36047057000,77121,55.4,9.7,90.426189005559,95.3192640692641,5,3.29269578176586
36047057100,135188,34.2,6.7,15.5824508320726,98.8789237668161,6,2.37241621005011
36047057300,106765,36.1,10.5,32.8125,98.444070647603,3,-0.329831804243643
36047057400,89125,52.2,14.3,71.2136409227683,100,2,-0.215478016057185
36047057500,138750,32.3,11.4,10.456679470764,96.8919968919969,9,5.16719973718969
36047057600,81711,48.3,12.2,61.4624505928854,99.4836488812392,2,-0.475909103953952
36047057800,53939,38,25.1,32.0033955857385,95.4011741682975,6,2.530494879169
36047057901,140781,36.3,24.1,18.2403433476395,79.8747063429914,2,-1.67552737063601
36047058000,36984,34.3,27.6,24.7210300429185,95.9781121751026,5,1.24926192238749
36047058200,54567,41.5,10,20.02442002442,96.6239316239316,5,1.65351208248792
36047058400,71944,42.2,9.4,41.6296296296296,100,2,-0.971296255361688
36047058600,79143,40.8,18.7,56.4380264741276,90.10183299389,1,-1.86074092523629
36047058800,85074,46.9,9.8,39.3210749646393,97.300435413643,2,-0.846735698479455
36047058901,100938,36.3,5.7,18.3622828784119,100,2,-1.50220641304186
36047059000,72292,50.8,20.2,40.0887573964497,97.2323759791123,1,-1.84763204367091
36047059100,130372,37.9,3.9,14.3608627038401,98.5703536493604,6,2.51595931556378
36047059200,54919,51,17.4,33.5891381345927,99.2838874680307,3,0.0817694432519429
36047059300,106389,35,9.6,20.9710743801653,97.2457627118644,2,-1.5450827286957
36047059402,77500,47,9.8,71.8236819360415,99.0564358198327,8,5.68717547988508
36047059403,79148,41.8,12.4,50.3231763619575,97.9452054794521,3,0.126166255166259
36047059404,76179,43.1,9,40.394973070018,99.4428348562514,2,-0.953784402100327
36047059600,53212,50.2,13,61.5819209039548,98.4215017064846,1,-1.417106102229
36047059800,80633,40.5,13.3,45.72940287226,96.2962962962963,1,-1.99890988292646
36047060000,94482,48.8,11,53.9886578449905,98.6633891534798,3,0.437173689630572
36047060600,94722,42.2,8.2,45.3996983408748,99.3384785005513,9,6.11049071374831
36047060800,68349,41.8,14.6,31.9047619047619,97.7608142493639,3,-0.208378535994344
36047061003,49010,30.6,35,35.0413223140496,94.8394495412844,5,1.19853541603499
36047061004,38137,51.5,14.9,13.9658848614072,100,3,-0.194583022733647
36047062000,87052,43.3,5.8,67.5548589341693,100,1,-1.4555797871585
36047062200,66313,43.9,20.4,28.5456187895212,86.979686979687,2,-1.22930226844686
36047062600,76125,47.5,10.3,69.2444444444444,94.96875,1,-1.32870261494793
36047062800,108227,44.5,3.4,87.9229871645274,100,4,1.95487395935969
36047064400,91563,30.8,23,60.4218362282878,89.8885044213764,2,-1.18773132802683
36047065000,85022,51.3,10.2,64.7166361974406,66.0058737151248,2,-0.154593441902342
36047065200,94643,55,1.4,84.9236641221374,96.2871287128713,2,0.299329312441559
36047065400,124750,43.6,3.5,85.9649122807018,99.5599559955996,2,-0.10715977190548
36047065600,113676,42,3,89.8809523809524,98.9349775784753,1,-1.08628492007723
36047065800,82917,45.7,13.8,77.8688524590164,98.1001727115717,1,-1.30770961767974
36047066200,70662,53.4,12,73.5135135135135,97.7728285077951,4,1.90385654521699
36047067000,90272,45.1,8.3,60.0746268656716,41.5958625785002,3,0.689437892486674
36047067200,79728,38.5,3.4,78.3393501805054,43.7420178799489,1,-1.16985235393652
36047067400,129028,42,6.4,86.3232682060391,40.9934771700953,1,-0.950912986976314
36047067600,106833,35.8,20.3,72.841726618705,20.7334963325183,1,-1.48955181808793
36047067800,101944,37,12.4,54.5744680851064,10.3823335530653,1,-1.59908242667967
36047068000,91625,37.4,1.6,83.2317073170732,32.4034334763949,1,-1.05344976276412
36047068200,101976,48.6,8,79.2833146696529,57.5685339690107,1,-0.938099858137134
36047068800,89750,44.6,2.4,80.0859598853868,45.7347275729224,3,1.06846687112877
36047069000,102083,41.8,6.8,65,46.8624064478987,1,-1.34047282270401
36047069602,90917,49.7,9.9,77.7891504605937,76.8582375478927,2,-0.0327783160114243
36047069800,138688,38.5,2.5,82.0143884892086,95.6072351421189,4,1.68736578638517
36047070201,115144,45.1,3.6,75.8392043099876,98.1114551083591,1,-1.21995492332533
36047072000,72305,38.4,22.9,38.2621951219512,17.8746327130264,1,-1.9990642668614
36047072200,54583,48.7,13.1,70.9551656920078,17.8213689482471,4,2.02229302113886
36047072400,82218,45.3,13.2,69.0355329949239,6.85772773797338,2,-0.0788062833485518
36047072600,98235,43.7,13.7,92.3295454545454,21.5294117647059,1,-0.814841140398503
36047072800,71218,45,7.2,77.6477832512315,16.6452936650423,2,0.096116171868578
36047073200,70250,39.3,14.2,65.374677002584,11.4655570966251,1,-1.37296161408482
36047073600,66213,42.1,11.9,46.1195361284567,41.3734198838401,2,-0.69075238582149
36047073800,52221,38.2,7.3,44.4096950742768,49.9852202187408,1,-1.82146992478726
36047074000,64211,39.6,20.6,30.5206463195691,42.1965317919075,4,0.843486594480856
36047074200,71940,35.4,13,43.2318992654774,64.3577235772358,4,0.92654919414978
