GEOID,NAME,B01002_001_estimate,B01003_001_estimate,B02001_001_estimate,B02001_003_estimate,med_inc_estimate,B25003_002_estimate,B25003_003_estimate,S1701_C03_001_estimate,B01002_001_moe,B01003_001_moe,B02001_001_moe,B02001_003_moe,med_inc_moe,B25003_002_moe,B25003_003_moe,S1701_C03_001_moe
36061010803,Census Tract 108.03; New York County; New York,46.2,1876,1876,25,160111,597,351,3.9,7.3,466,466,43,53960,184,134,4.3
36061010900,Census Tract 109; New York County; New York,33.1,210,210,51,146042,22,65,42.4,14.8,42,42,34,12350,13,24,10.1
36061011000,Census Tract 110; New York County; New York,35,7303,7303,298,163371,691,3243,2.7,2,1293,1293,205,32248,281,511,2
36061011100,Census Tract 111; New York County; New York,33.7,4899,4899,240,102297,323,2501,13.8,2.5,666,666,177,31919,128,222,4.2
36061011201,Census Tract 112.01; New York County; New York,52,936,936,16,198750,161,369,8.7,10.2,181,181,26,49019,53,70,4.6
36061011202,Census Tract 112.02; New York County; New York,66.1,488,488,0,198000,216,62,3.5,4.9,136,136,13,44454,61,30,3.1
36061011203,Census Tract 112.03; New York County; New York,44.3,1076,1076,0,204375,322,260,1.6,7.5,171,171,13,32578,78,58,1.8
36061011300,Census Tract 113; New York County; New York,56.2,137,137,74,82500,22,24,59.9,24.8,25,25,20,55055,17,15,16.8
36061011402,Census Tract 114.02; New York County; New York,42.8,2371,2371,11,176667,702,416,3.3,8.2,537,537,19,104933,135,183,1.4
36061011500,Census Tract 115; New York County; New York,33,3475,3475,389,145521,200,1512,15.4,2.2,657,657,240,43889,80,193,4.9
36061011600,Census Tract 116; New York County; New York,35,3577,3577,66,90938,237,1892,9.6,1.7,578,578,56,52621,92,433,8.1
36061011700,Census Tract 117; New York County; New York,35.4,4991,4991,380,109740,18,3270,6.7,2,688,688,250,54441,28,589,3.1
36061011800,Census Tract 118; New York County; New York,37.3,9510,9510,82,159134,1970,3281,8.7,3.7,898,898,80,26452,408,549,4.2
36061011900,Census Tract 119; New York County; New York,65.1,1040,1040,455,15971,0,1018,46.2,3.9,171,171,131,3659,13,171,11.9
36061012000,Census Tract 120; New York County; New York,56.5,2993,2993,202,153086,1041,632,12.2,11.1,472,472,182,53415,240,187,7.3
36061012101,Census Tract 121.01; New York County; New York,36.1,2837,2837,152,56935,54,1473,30.3,9.3,564,564,86,11239,64,313,10.5
36061012102,Census Tract 121.02; New York County; New York,56.6,5049,5049,323,54735,66,3353,11,4.2,799,799,226,15141,88,515,5.3
36061012200,Census Tract 122; New York County; New York,58.2,2608,2608,0,231016,833,458,2.8,7.6,729,729,13,54012,210,169,2.2
36061012400,Census Tract 124; New York County; New York,37.3,9826,9826,104,140250,1060,3835,4.1,3.8,1242,1242,92,45277,294,533,2.5
36061012500,Census Tract 125; New York County; New York,37.6,2488,2488,226,137772,70,1389,13.2,3.7,380,380,184,88639,47,219,4.8
36061012601,Census Tract 126.01; New York County; New York,46.1,7417,7417,0,104460,2207,1535,3.3,5.9,1557,1557,19,14614,650,283,2.7
36061012602,Census Tract 126.02; New York County; New York,41.1,4682,4682,8,194650,957,1517,5.8,5.9,1053,1053,9,43602,334,368,5.1
36061012700,Census Tract 127; New York County; New York,36.5,7092,7092,131,145488,1071,3270,12,2.4,997,997,125,42597,352,509,7
36061012800,Census Tract 128; New York County; New York,54.5,5089,5089,10,205685,1745,669,5.4,9.2,806,806,14,44779,305,206,2.9
36061012901,Census Tract 129.01; New York County; New York,36.4,7530,7530,281,117622,579,3964,4.4,1.8,957,957,211,11947,364,405,2.4
36061012902,Census Tract 129.02; New York County; New York,39.5,2350,2350,245,100991,250,1036,8.2,4.2,506,506,152,28789,119,203,6.4
36061013000,Census Tract 130; New York County; New York,57.6,3632,3632,31,191016,1297,508,5.7,8.1,626,626,27,53082,202,168,3.6
36061013100,Census Tract 131; New York County; New York,40.5,3018,3018,190,107018,242,1730,8.8,2.8,318,318,120,55292,105,241,3.4
36061013201,Census Tract 132.01; New York County; New York,32,2274,2274,16,157969,323,791,2.4,3.9,637,637,27,98603,144,253,3.2
36061013202,Census Tract 132.02; New York County; New York,48.4,3261,3261,21,80132,104,2030,12.1,23.3,689,689,31,51479,147,432,7.7
36061013203,Census Tract 132.03; New York County; New York,35.6,4277,4277,0,114304,798,1692,24,10.3,895,895,13,40464,355,499,21
36061013300,Census Tract 133; New York County; New York,36.2,6304,6304,154,111223,782,3123,14.3,2.6,742,742,125,46555,230,528,5.3
36061013400,Census Tract 134; New York County; New York,36.2,11387,11387,429,140883,1833,4090,10.1,4.6,1259,1259,460,30283,440,626,7.1
36061013501,Census Tract 135.01; New York County; New York,36.3,4569,4569,666,115574,100,2393,12,6.1,873,873,496,31740,133,329,9.4
36061013502,Census Tract 135.02; New York County; New York,45.7,5593,5593,468,67279,183,3140,27.8,9.7,869,869,285,55234,171,594,10
36061013601,Census Tract 136.01; New York County; New York,61.6,1722,1722,0,243496,820,104,0.9,9.4,496,496,13,54397,272,93,1.6
36061013602,Census Tract 136.02; New York County; New York,40.2,6142,6142,142,161100,996,1664,2.6,6.5,2115,2115,198,66790,302,669,2.6
36061013603,Census Tract 136.03; New York County; New York,41,3937,3937,0,120194,157,2206,3.1,12.7,769,769,13,75121,140,528,2.9
36061013604,Census Tract 136.04; New York County; New York,38.2,3435,3435,52,159876,542,1695,7,1.5,638,638,92,33394,201,245,6.2
36061013700,Census Tract 137; New York County; New York,48.2,6673,6673,421,189541,1338,2076,8.8,3.7,1207,1207,451,70233,446,392,4.3
36061013800,Census Tract 138; New York County; New York,41.6,12826,12826,205,134167,2650,4284,5.3,3.4,1867,1867,119,50647,757,745,4.2
36061013900,Census Tract 139; New York County; New York,47.2,9612,9612,520,91045,2080,4561,7.5,15.7,1409,1409,545,27618,727,860,3.3
36061014000,Census Tract 140; New York County; New York,45.8,7487,7487,60,158780,2153,1862,4.2,7,951,951,46,42229,451,428,2.3
36061014401,Census Tract 144.01; New York County; New York,47,4514,4514,32,204073,1411,944,2,9.5,762,762,36,35299,376,200,1.6
36061014402,Census Tract 144.02; New York County; New York,46.2,6742,6742,496,141232,1312,2408,5.2,6.2,894,894,409,24904,314,392,2.5
36061014500,Census Tract 145; New York County; New York,39.8,6620,6620,183,198766,846,2249,5,3.4,849,849,122,38991,290,365,2.3
36061014601,Census Tract 146.01; New York County; New York,35.6,3705,3705,89,140150,141,2019,10.5,5.5,580,580,99,31547,83,423,9.3
36061014602,Census Tract 146.02; New York County; New York,43.8,8433,8433,48,124125,1101,3862,7.9,4.7,917,917,57,22663,253,665,4
36061014700,Census Tract 147; New York County; New York,36.8,2932,2932,147,221482,304,1093,5.8,2.2,652,652,106,32911,96,270,4.7
36061014801,Census Tract 148.01; New York County; New York,46,2942,2942,0,244250,565,695,2.4,8.4,475,475,13,57569,112,119,1.6
36061014802,Census Tract 148.02; New York County; New York,38.7,6353,6353,73,161161,1223,1874,6,2.1,1146,1146,93,52154,289,340,3.2
36061014900,Census Tract 149; New York County; New York,55.2,5781,5781,115,164779,898,1989,9.7,7.4,813,813,85,31134,245,384,4.3
36061015001,Census Tract 150.01; New York County; New York,50,1972,1972,0,191719,491,444,3.2,5.6,324,324,13,55214,101,96,2.4
36061015101,Census Tract 151.01; New York County; New York,45,2786,2786,1296,28191,96,1489,35.6,11.7,572,572,480,20754,81,203,18.9
36061015102,Census Tract 151.02; New York County; New York,35.8,8161,8161,865,158593,922,3186,14.1,2.9,1402,1402,397,64342,289,487,13.8
36061015200,Census Tract 152; New York County; New York,38.2,7864,7864,1105,124571,684,2840,21.2,2.2,1034,1034,580,39068,178,389,7.5
36061015301,Census Tract 153.01; New York County; New York,43,4644,4644,80,141363,1063,1318,5.1,3,931,931,120,85167,320,438,4.7
36061015302,Census Tract 153.02; New York County; New York,38.5,5377,5377,11,170804,1017,1922,3.6,3.6,719,719,19,81152,238,340,2.5
36061015401,Census Tract 154.01; New York County; New York,55.6,4666,4666,89,113340,611,2612,7.8,7,926,926,117,39212,185,669,3.7
36061015402,Census Tract 154.02; New York County; New York,33.7,3899,3899,771,138413,677,881,5.8,3.9,1163,1163,1054,62614,245,215,8.8
36061015403,Census Tract 154.03; New York County; New York,48.3,4881,4881,330,88890,967,1444,10.6,3.9,948,948,241,32365,388,499,8.4
36061015501,Census Tract 155.01; New York County; New York,53.3,5084,5084,152,186116,1809,1156,5.5,7.1,1204,1204,198,78810,506,314,3.7
36061015502,Census Tract 155.02; New York County; New York,49.4,5167,5167,265,146563,1531,1345,14.2,8.1,960,960,203,33372,390,310,12.2
36061015601,Census Tract 156.01; New York County; New York,35,4879,4879,255,114409,93,2552,11.7,1.2,515,515,145,23895,42,303,5.3
36061015602,Census Tract 156.02; New York County; New York,38.8,2212,2212,407,51404,72,1138,21.2,4.5,381,381,284,43290,44,194,8.8
36061015700,Census Tract 157; New York County; New York,41.8,10352,10352,297,154237,2124,4030,5.5,4.7,1345,1345,150,22073,858,807,3.5
36061015801,Census Tract 158.01; New York County; New York,44.5,4899,4899,41,159712,1014,1403,7.2,3.9,538,538,26,44026,198,301,5.7
36061015802,Census Tract 158.02; New York County; New York,31.3,3813,3813,180,92303,54,1858,9.9,1.9,557,557,135,39445,37,463,5.8
36061015900,Census Tract 159; New York County; New York,50.9,9005,9005,287,170496,2668,2435,6.5,3.6,1303,1303,194,44020,493,403,2.8
36061016002,Census Tract 160.02; New York County; New York,37.9,3250,3250,47,104146,410,804,6.1,9.5,833,833,45,36960,83,217,3.3
36061016100,Census Tract 161; New York County; New York,43,6278,6278,250,132396,1066,2737,5.5,4.2,751,751,163,31123,251,571,2.1
36061016200,Census Tract 162; New York County; New York,40.8,9015,9015,3408,26520,150,4509,36.7,4.3,1495,1495,867,10263,91,953,11.3
36061016300,Census Tract 163; New York County; New York,45.1,6989,6989,168,125944,1517,1770,4.7,4.2,1465,1465,167,14743,434,342,3.1
36061016400,Census Tract 164; New York County; New York,39.2,7814,7814,1883,24789,2,3486,42,4.4,1022,1022,472,11924,4,450,9.3
36061016500,Census Tract 165; New York County; New York,45.8,7257,7257,40,211888,1538,1706,10.4,3.5,991,991,37,43626,281,278,6.6
36061016600,Census Tract 166; New York County; New York,36,5916,5916,670,44643,268,2612,31.1,4.2,882,882,199,37732,126,321,7.5
36061016700,Census Tract 167; New York County; New York,41.9,7196,7196,16,223952,1372,1859,7.2,4.3,952,952,24,41776,210,282,3.4
36061016800,Census Tract 168; New York County; New York,46.7,4585,4585,2000,38281,125,1718,32,8,560,560,522,13701,77,230,8.4
36061016900,Census Tract 169; New York County; New York,39.2,8010,8010,159,163500,921,3195,7.5,2.7,919,919,124,41056,278,447,6.8
36061017000,Census Tract 170; New York County; New York,39.9,8558,8558,1661,42261,446,2948,26,3.3,1406,1406,512,9348,176,305,7.9
36061017100,Census Tract 171; New York County; New York,47.2,9200,9200,220,173490,2211,1960,11.9,5,1721,1721,133,39548,367,705,4.6
36061017200,Census Tract 172; New York County; New York,35.4,5325,5325,1739,31068,108,2175,28.9,6.8,1190,1190,1131,14779,77,273,9.3
36061017300,Census Tract 173; New York County; New York,42.4,8652,8652,324,122287,945,3320,6.3,3.8,1438,1438,203,43010,248,590,4.5
36061017401,Census Tract 174.01; New York County; New York,37.7,5508,5508,1994,37990,252,1906,31.6,9.4,752,752,522,8327,105,228,11.5
36061017402,Census Tract 174.02; New York County; New York,36.6,2529,2529,770,65391,159,889,21,4.7,447,447,211,17828,63,139,6.3
36061017500,Census Tract 175; New York County; New York,50.2,10125,10125,492,171250,2060,2425,4.6,5.3,1765,1765,194,48948,390,510,3.4
36061017700,Census Tract 177; New York County; New York,39.5,10451,10451,507,103065,2397,2363,14.9,14.3,2344,2344,230,45199,408,792,7.9
36061017800,Census Tract 178; New York County; New York,32.9,4555,4555,1071,40978,151,1801,35.8,6.2,749,749,421,23656,92,294,10.1
36061017900,Census Tract 179; New York County; New York,40.3,9953,9953,42,158109,1574,2819,6.4,3.5,2181,2181,26,55071,506,369,4.3
36061018000,Census Tract 180; New York County; New York,36.8,6970,6970,2086,26321,208,2903,38.8,2.5,1099,1099,608,11430,144,380,11.9
36061018100,Census Tract 181; New York County; New York,50.6,8837,8837,1018,108315,1276,3190,2.2,2.7,1489,1489,364,13763,356,547,1.6
36061018200,Census Tract 182; New York County; New York,36.5,6839,6839,2834,36696,97,2910,30.1,7.1,1040,1040,909,20038,61,301,8.9
36061018300,Census Tract 183; New York County; New York,41.6,8724,8724,405,146918,1282,2579,15.6,6,1360,1360,125,39540,414,422,6.5
36061018400,Census Tract 184; New York County; New York,37.8,7661,7661,3290,34279,401,2989,31.2,3.2,1168,1168,1118,9982,152,404,8.9
36061018500,Census Tract 185; New York County; New York,36.8,5055,5055,368,146976,1005,1781,7.3,3.6,672,672,184,25329,372,199,3.5
36061018600,Census Tract 186; New York County; New York,33.3,6366,6366,3949,45221,42,2002,31.1,4.3,1186,1186,1069,9505,33,173,11.2
36061018700,Census Tract 187; New York County; New York,38.9,10053,10053,1144,135716,1149,2470,8.5,2.9,2333,2333,381,36535,372,332,3.7
36061018800,Census Tract 188; New York County; New York,34.8,4358,4358,1435,41288,83,2168,33.5,8.6,826,826,461,21399,70,342,12.3
36061018900,Census Tract 189; New York County; New York,39.9,11169,11169,2358,37641,617,4086,36,6.9,1301,1301,890,7329,224,471,7.8
36061019000,Census Tract 190; New York County; New York,39.5,3719,3719,1915,92991,673,944,17.6,4.5,447,447,396,25916,120,129,7.3
36061019100,Census Tract 191; New York County; New York,46,8533,8533,1085,135934,1884,2361,8.9,4.5,1186,1186,314,24569,513,417,3.3
36061019200,Census Tract 192; New York County; New York,30.8,4358,4358,2418,16911,8,1579,48.6,6.9,695,695,527,6196,13,245,11.1
36061019300,Census Tract 193; New York County; New York,32.4,10654,10654,1716,72865,681,3618,17.8,5.9,1719,1719,1131,17969,317,459,5.7
36061019400,Census Tract 194; New York County; New York,35.5,6524,6524,1839,36458,203,2506,32.8,3.3,902,902,572,17522,112,414,10.1
36061019500,Census Tract 195; New York County; New York,43.1,7601,7601,1199,113379,1176,2182,13.1,5.2,887,887,754,10194,235,285,3.8
36061019600,Census Tract 196; New York County; New York,40.2,4211,4211,1438,21967,0,1835,36.9,6.8,719,719,324,3941,13,246,10.2
36061019701,Census Tract 197.01; New York County; New York,35.4,958,958,176,49336,0,495,27.2,4.5,181,181,88,4246,13,69,9.6
36061019702,Census Tract 197.02; New York County; New York,34.2,2901,2901,932,97981,134,1019,23.4,1.8,494,494,327,34822,67,143,6.7
36061019800,Census Tract 198; New York County; New York,44.1,2684,2684,1414,96771,467,510,7.2,2.4,519,519,386,37642,146,116,3.8
36061019900,Census Tract 199; New York County; New York,29.7,9017,9017,542,95313,1226,1993,21.6,4.2,911,911,229,35154,180,451,6.8
36061020000,Census Tract 200; New York County; New York,36.3,3123,3123,1478,70150,195,1365,11.5,3.8,528,528,459,24832,103,241,6.4
36061020101,Census Tract 201.01; New York County; New York,21.9,1858,1858,206,151667,61,217,16.9,0.3,100,100,94,36455,19,33,6.4
36061020102,Census Tract 201.02; New York County; New York,37.9,4028,4028,2230,75721,381,1190,19.2,4,655,655,603,21610,105,174,7.3
36061020300,Census Tract 203; New York County; New York,20.3,3933,3933,315,63819,37,409,26.2,0.6,223,223,101,13653,26,141,11.5
36061020500,Census Tract 205; New York County; New York,21.9,5650,5650,361,209667,230,1062,6.1,0.5,325,325,110,45004,66,128,3.2
36061020600,Census Tract 206; New York County; New York,35.2,3839,3839,2252,48161,178,1473,25.8,3.9,685,685,491,12265,93,242,7.6
36061020701,Census Tract 207.01; New York County; New York,28.8,2858,2858,148,69800,95,1011,26.4,1.2,346,346,117,26597,60,157,8.7
36061020800,Census Tract 208; New York County; New York,33.6,5713,5713,3083,92132,428,1823,17.9,5.8,873,873,805,26411,187,239,8.8
36061020901,Census Tract 209.01; New York County; New York,36.5,3388,3388,1479,22743,35,1358,37.2,5.5,645,645,429,13120,35,159,12.3
36061021000,Census Tract 210; New York County; New York,40,7038,7038,4997,40164,409,3105,36.9,4.4,912,912,817,11248,131,451,9.9
36061021100,Census Tract 211; New York County; New York,31,10110,10110,1733,75954,1061,3227,22.9,4.9,1502,1502,628,17498,275,609,8.3
36061021200,Census Tract 212; New York County; New York,42.7,4270,4270,2755,77230,84,2343,17.8,5.6,599,599,573,33723,81,285,6.8
36061021303,Census Tract 213.03; New York County; New York,35.3,6539,6539,2795,59413,122,2313,20.8,3.7,921,921,863,14575,87,243,7.9
36061021400,Census Tract 214; New York County; New York,46.3,3037,3037,2150,67083,0,2109,16.8,6.8,392,392,384,11783,13,241,6.7
36061021500,Census Tract 215; New York County; New York,36.2,4193,4193,2586,67206,65,1731,18.3,3.3,506,506,548,14695,49,167,6.9
36061021600,Census Tract 216; New York County; New York,35.4,9294,9294,4739,59784,378,2804,20.3,2.7,1325,1325,1255,8950,167,347,6
36061021800,Census Tract 218; New York County; New York,38.9,5756,5756,2782,42500,743,2221,16.8,4.4,855,855,439,18372,566,240,6.2
36061021900,Census Tract 219; New York County; New York,31.8,6147,6147,2220,22207,40,2154,43.4,6,1120,1120,793,9468,64,228,15.8
36061022000,Census Tract 220; New York County; New York,36.6,6369,6369,2628,89756,463,2418,15.7,4,774,774,624,29281,189,387,7
36061022102,Census Tract 221.02; New York County; New York,40.3,2645,2645,1193,92375,466,793,8.9,6.6,385,385,300,37721,122,153,5.3
36061022200,Census Tract 222; New York County; New York,40,3350,3350,1526,56705,325,1176,30.4,3,456,456,456,37528,144,189,11.8
36061022301,Census Tract 223.01; New York County; New York,33,7680,7680,1570,53900,221,2437,16.4,2.3,1039,1039,714,17165,99,300,6
36061022302,Census Tract 223.02; New York County; New York,36,3036,3036,633,34167,51,1389,30.4,3,364,364,237,14200,44,122,8.7
36061022400,Census Tract 224; New York County; New York,31.4,7517,7517,4892,30667,114,2674,30.3,2.8,1078,1078,1042,11934,89,268,8.2
36061022500,Census Tract 225; New York County; New York,42.7,10647,10647,3055,62782,766,3064,20.4,3.7,1378,1378,1200,18311,227,441,9.2
36061022600,Census Tract 226; New York County; New York,33.7,5400,5400,2202,58596,458,1638,25,1.8,933,933,414,8730,163,222,6.9
36061022700,Census Tract 227; New York County; New York,38.2,5156,5156,2271,61570,428,1752,27.2,0.9,854,854,565,18932,126,216,10.2
36061022800,Census Tract 228; New York County; New York,37.9,6542,6542,4889,85050,812,1961,17.2,1.3,839,839,961,7529,288,389,7.4
36061022900,Census Tract 229; New York County; New York,36.4,9177,9177,2087,58924,287,2777,27,2.8,1251,1251,721,10770,155,258,10.4
36061023000,Census Tract 230; New York County; New York,38.9,8803,8803,5613,34890,302,3636,30.3,2.8,1055,1055,1018,14332,229,374,7.2
36061023100,Census Tract 231; New York County; New York,36.7,6787,6787,2229,64594,416,2178,20.7,3.2,1409,1409,893,26576,150,344,7.9
36061023200,Census Tract 232; New York County; New York,35.5,9581,9581,4490,35438,69,3347,44.6,5.2,1657,1657,926,10642,87,320,12.2
36061023300,Census Tract 233; New York County; New York,34.9,7371,7371,1624,86769,341,2222,16.3,2.8,1346,1346,408,8669,145,306,5.2
36061023400,Census Tract 234; New York County; New York,36.3,4822,4822,2895,71250,185,2182,28.6,3.6,865,865,742,15574,78,380,9.4
36061023501,Census Tract 235.01; New York County; New York,34.1,7478,7478,2649,77222,362,2300,13.8,3.4,1130,1130,656,5737,176,295,6.5
36061023502,Census Tract 235.02; New York County; New York,37.4,1697,1697,1218,42267,52,760,29.2,5.1,307,307,255,16540,32,97,11
36061023600,Census Tract 236; New York County; New York,41.5,9640,9640,7338,41941,880,3022,14.7,8.3,1222,1222,1207,10715,268,395,7.5
36061023700,Census Tract 237; New York County; New York,34.8,6738,6738,2056,47333,192,2380,36.3,2.2,853,853,544,22189,122,234,9.6
36061023802,Census Tract 238.02; New York County; New York,41.9,5340,5340,765,103068,54,1943,9,3.1,651,651,277,26435,47,270,3.4
36061023803,Census Tract 238.03; New York County; New York,42.7,3368,3368,537,77070,762,837,10.2,4.2,573,573,226,26641,159,268,5
36061023804,Census Tract 238.04; New York County; New York,34,3138,3138,298,180677,229,1214,11.5,1.8,546,546,293,50383,98,255,9.8
36061023900,Census Tract 239; New York County; New York,34.2,3127,3127,954,45036,113,1089,12.8,4.3,524,524,235,5323,65,136,7.4
36061024100,Census Tract 241; New York County; New York,40.8,8197,8197,2430,59054,845,2569,16.9,4.9,1246,1246,519,12805,237,335,8.4
36061024200,Census Tract 242; New York County; New York,29.1,5535,5535,2575,31691,22,1825,28.5,4.1,1010,1010,545,20877,32,171,10.4
36061024301,Census Tract 243.01; New York County; New York,34.9,4965,4965,1366,72576,110,1466,14.3,4.6,882,882,409,19797,58,214,6
36061024302,Census Tract 243.02; New York County; New York,38.3,7570,7570,3525,26301,12,2743,39.9,5.6,882,882,720,15867,21,252,11.8
36061024500,Census Tract 245; New York County; New York,36.4,15353,15353,2276,51190,152,5275,27.2,1.6,1778,1778,831,4271,117,685,8
36061024700,Census Tract 247; New York County; New York,45.2,6768,6768,984,42446,543,2242,15.7,4.8,1216,1216,384,27882,189,481,7.9
36061024900,Census Tract 249; New York County; New York,37.1,1057,1057,166,87917,57,388,4,2.5,235,235,119,41874,32,89,3.2
36061025100,Census Tract 251; New York County; New York,39.2,2795,2795,451,35647,10,871,30.4,5.7,415,415,172,13171,17,120,8.7
36061025300,Census Tract 253; New York County; New York,36.8,11434,11434,687,67045,137,4163,18.4,4.1,1919,1919,431,6011,100,429,7.3
36061025500,Census Tract 255; New York County; New York,37.8,5900,5900,374,64761,154,1859,19.2,5.2,1075,1075,178,22507,130,232,8.8
36061025700,Census Tract 257; New York County; New York,37.2,4870,4870,1988,85952,415,1665,16,2.3,520,520,378,16429,94,210,6
36061025900,Census Tract 259; New York County; New York,36.4,4678,4678,1942,76047,680,1124,14.1,3,638,638,464,19671,186,154,5.7
36061026100,Census Tract 261; New York County; New York,35.2,12794,12794,1009,49248,138,3859,28.3,2.8,1501,1501,440,11131,77,315,7.5
36061026300,Census Tract 263; New York County; New York,32.9,8903,8903,366,56754,53,2947,26.6,2.4,1323,1323,178,15903,65,255,11.1
36061026500,Census Tract 265; New York County; New York,39.8,8296,8296,924,98086,613,2236,7.4,3.9,974,974,560,17154,240,380,2.7
36061026700,Census Tract 267; New York County; New York,25.1,2034,2034,24,61667,0,556,16,1.6,185,185,21,26225,13,62,9
36061026900,Census Tract 269; New York County; New York,39.9,8989,8989,450,65743,219,2392,10.4,3.7,1550,1550,377,6389,148,342,4.6
36061027100,Census Tract 271; New York County; New York,38.2,8364,8364,1061,81890,386,2769,15.7,3.5,1139,1139,574,13914,148,308,6.6
36061027300,Census Tract 273; New York County; New York,37.1,7877,7877,359,118346,993,2328,4,2,999,999,188,7672,196,287,2.1
36061027500,Census Tract 275; New York County; New York,46.9,3132,3132,41,165000,1177,543,6.4,7.9,577,577,39,74827,509,101,3.7
36061027700,Census Tract 277; New York County; New York,42.9,6944,6944,975,37681,0,2133,26.9,5.3,1138,1138,441,15280,19,261,11.2
36061027900,Census Tract 279; New York County; New York,37.4,10796,10796,283,57671,473,3915,16.1,3.2,1454,1454,185,9334,159,378,5.7
36061028100,Census Tract 281; New York County; New York,39.8,3278,3278,143,112969,453,1067,2.1,3,394,394,63,30788,107,222,1.7
36061028300,Census Tract 283; New York County; New York,46.5,8275,8275,498,67417,857,2489,17.9,3.6,1528,1528,161,17512,248,296,6.6
36061028500,Census Tract 285; New York County; New York,34.8,8403,8403,647,47148,0,2597,23.5,5.2,1224,1224,498,9276,19,224,11.4
36061028700,Census Tract 287; New York County; New York,43.6,4116,4116,201,77648,60,1599,13.2,2.7,708,708,149,16980,38,204,7.3
36061029100,Census Tract 291; New York County; New York,35,11967,11967,1218,55231,221,3920,16.5,2.9,1517,1517,572,9248,123,326,5.5
36061029300,Census Tract 293; New York County; New York,34.6,9361,9361,933,43866,29,3106,24.6,3.5,1888,1888,551,14348,47,255,9.8
36061029500,Census Tract 295; New York County; New York,37.8,7716,7716,780,78209,252,3042,4.5,2.3,1081,1081,416,13715,99,321,2.6
36061029900,Census Tract 299; New York County; New York,44,3806,3806,1061,29038,8,1516,26,6.7,609,609,434,17086,13,161,10.8
36061030300,Census Tract 303; New York County; New York,40.3,4110,4110,388,85114,112,1660,11.9,1.6,636,636,263,16250,48,166,6.9
36061030700,Census Tract 307; New York County; New York,43.3,3923,3923,671,113510,820,923,4.9,5.7,525,525,256,12934,155,165,3
36061030900,Census Tract 309; New York County; New York,31.6,11563,11563,2812,44498,222,3704,30,2.2,1636,1636,723,3975,145,398,10
36061031704,Census Tract 317.04; New York County; New York,45,10540,10540,150,233346,1871,3099,3.9,5.6,1489,1489,195,33524,499,584,2.6
36081000101,Census Tract 1.01; Queens County; New York,36.7,5027,5027,0,124885,748,1623,4.7,3.6,860,860,19,21455,367,309,5.6
36081000102,Census Tract 1.02; Queens County; New York,32.8,5966,5966,91,213750,159,2433,2.5,1.3,1015,1015,95,35654,124,379,1.7
36081000200,Census Tract 2; Queens County; New York,41.7,2553,2553,223,72200,432,406,14.5,2.6,551,551,182,47622,171,101,6.5
36081000400,Census Tract 4; Queens County; New York,37.2,4738,4738,241,78454,593,549,7.6,4,1144,1144,202,3932,114,183,7.4
36081000600,Census Tract 6; Queens County; New York,37.4,3890,3890,270,75074,414,579,16.7,6.4,777,777,313,23776,157,166,9.5
36081000701,Census Tract 7.01; Queens County; New York,34.7,3229,3229,207,145922,589,802,3.5,1.3,500,500,170,34654,157,183,2.6
36081000702,Census Tract 7.02; Queens County; New York,35.3,3594,3594,245,125114,314,1310,5.3,2.4,691,691,184,27115,134,273,3.2
36081000800,Census Tract 8; Queens County; New York,36.8,3296,3296,512,103671,670,277,7.9,4.7,570,570,385,21552,159,99,4.8
36081001000,Census Tract 10; Queens County; New York,35.9,4799,4799,214,88250,496,581,11.7,4.2,888,888,143,23876,102,238,4.8
36081001200,Census Tract 12; Queens County; New York,39.2,3821,3821,104,74870,405,830,3.6,3.6,695,695,80,9873,93,217,2.1
36081001400,Census Tract 14; Queens County; New York,45,3929,3929,294,81034,455,737,6.9,6.5,813,813,300,24938,130,277,4.9
36081001600,Census Tract 16; Queens County; New York,52.6,2455,2455,129,76250,466,302,8.1,7.4,542,542,112,14760,95,108,5.1
36081001800,Census Tract 18; Queens County; New York,39.4,2933,2933,23,100000,441,435,14.6,5.9,592,592,27,32050,170,94,11.7
36081001901,Census Tract 19.01; Queens County; New York,33.7,1215,1215,284,170078,143,522,0,1.9,352,352,265,51529,91,151,3.2
36081001902,Census Tract 19.02; Queens County; New York,31.3,5059,5059,106,157877,592,2276,10.6,0.8,810,810,102,41312,261,365,4.6
36081001903,Census Tract 19.03; Queens County; New York,32.7,1362,1362,47,154432,73,554,8.4,1.7,284,284,34,28994,44,124,6.4
36081002000,Census Tract 20; Queens County; New York,42.7,1603,1603,8,87833,225,227,12.4,6.6,310,310,7,29118,57,59,5.7
36081002200,Census Tract 22; Queens County; New York,37.3,2519,2519,76,78018,251,438,14.9,0.8,411,411,76,26278,62,100,7.5
36081002400,Census Tract 24; Queens County; New York,36.3,2352,2352,140,61042,327,346,19.5,5.6,523,523,87,28125,61,109,9.3
36081002500,Census Tract 25; Queens County; New York,46.1,5063,5063,1931,21667,23,2863,32.3,9.9,910,910,451,3393,31,566,9.8
36081002600,Census Tract 26; Queens County; New York,43.2,1956,1956,117,123281,457,217,13.1,8.5,527,527,78,47426,196,75,8.2
36081002800,Census Tract 28; Queens County; New York,39.6,3493,3493,153,87899,472,669,7.2,7.4,522,522,107,8321,103,241,4
36081003000,Census Tract 30; Queens County; New York,41.5,1567,1567,63,84750,289,133,8.7,6.7,566,566,64,42092,112,49,7.3
