GEOID,NAME,B01003_001_estimate,B02001_001_estimate,med_inc_estimate,B25003_001_estimate,S1701_C01_001_estimate,B01003_001_moe,B02001_001_moe,med_inc_moe,B25003_001_moe,S1701_C01_001_moe
36081040000,"Census Tract 400, Queens County, New York",1704,1704,107188,467,1672,299,299,28246,90,301
36081040101,"Census Tract 401.01, Queens County, New York",3159,3159,54424,745,3159,645,645,10576,125,645
36081040102,"Census Tract 401.02, Queens County, New York",5172,5172,65954,1254,5172,803,803,9116,164,803
36081040200,"Census Tract 402, Queens County, New York",1706,1706,120833,494,1706,350,350,39788,91,350
36081040301,"Census Tract 403.01, Queens County, New York",3141,3141,32339,914,3141,745,745,28617,350,745
36081040302,"Census Tract 403.02, Queens County, New York",4401,4401,70192,1006,4401,821,821,12300,138,821
36081040400,"Census Tract 404, Queens County, New York",4343,4343,60625,1402,4313,565,565,20614,211,560
36081040502,"Census Tract 405.02, Queens County, New York",2301,2301,82011,495,2254,612,612,23367,108,619
36081040701,"Census Tract 407.01, Queens County, New York",3881,3881,73608,872,3711,955,955,12352,129,870
36081040702,"Census Tract 407.02, Queens County, New York",4793,4793,91806,991,4723,1023,1023,7723,133,987
36081040902,"Census Tract 409.02, Queens County, New York",3640,3640,57763,822,3612,972,972,16460,120,965
36081041100,"Census Tract 411, Queens County, New York",4376,4376,62870,1194,4370,839,839,13021,433,839
36081041300,"Census Tract 413, Queens County, New York",5070,5070,64565,1038,4954,918,918,13628,102,899
36081041400,"Census Tract 414, Queens County, New York",4882,4882,81871,1428,4882,686,686,3185,214,686
36081041500,"Census Tract 415, Queens County, New York",4787,4787,59978,1429,4656,972,972,20566,406,922
36081042400,"Census Tract 424, Queens County, New York",2491,2491,72750,817,2410,417,417,29154,132,419
36081042700,"Census Tract 427, Queens County, New York",4859,4859,48778,1471,4784,923,923,28787,334,881
36081043200,"Census Tract 432, Queens County, New York",1339,1339,93269,378,1333,242,242,9853,42,242
36081043400,"Census Tract 434, Queens County, New York",1852,1852,91726,537,1852,365,365,50938,115,365
36081043701,"Census Tract 437.01, Queens County, New York",3229,3229,58625,776,2868,539,539,37140,108,534
36081043702,"Census Tract 437.02, Queens County, New York",8641,8641,55573,2167,8406,1289,1289,8280,164,1214
36081043900,"Census Tract 439, Queens County, New York",3377,3377,44886,1034,3362,835,835,19751,174,833
36081044000,"Census Tract 440, Queens County, New York",4503,4503,72781,1105,4503,866,866,36002,147,866
36081044301,"Census Tract 443.01, Queens County, New York",3658,3658,30425,1262,3654,941,941,18486,147,941
36081044302,"Census Tract 443.02, Queens County, New York",4272,4272,55667,1260,4272,936,936,17241,172,936
36081044400,"Census Tract 444, Queens County, New York",4405,4405,49911,1037,4387,900,900,22695,162,903
36081044601,"Census Tract 446.01, Queens County, New York",3835,3835,51585,1202,3835,571,571,10630,130,571
36081044602,"Census Tract 446.02, Queens County, New York",5466,5466,40292,1581,5295,609,609,14316,315,618
36081044800,"Census Tract 448, Queens County, New York",2976,2976,56182,883,2959,544,544,21366,203,542
36081045000,"Census Tract 450, Queens County, New York",2272,2272,128472,749,2272,438,438,83238,337,438
36081045200,"Census Tract 452, Queens County, New York",1178,1178,80417,177,837,330,330,61546,55,300
36081045400,"Census Tract 454, Queens County, New York",5252,5252,53777,1717,5252,884,884,17849,343,884
36081045500,"Census Tract 455, Queens County, New York",13798,13798,62368,4502,13672,1979,1979,15541,322,1943
36081045600,"Census Tract 456, Queens County, New York",1369,1369,78875,424,1369,295,295,55008,135,295
36081045700,"Census Tract 457, Queens County, New York",3849,3849,65121,1123,3783,754,754,16517,211,757
36081045800,"Census Tract 458, Queens County, New York",2420,2420,67639,736,2420,377,377,15486,106,377
36081045900,"Census Tract 459, Queens County, New York",4357,4357,74871,1021,4319,725,725,20822,166,724
36081046000,"Census Tract 460, Queens County, New York",6043,6043,58234,1895,6042,946,946,11079,213,946
36081046100,"Census Tract 461, Queens County, New York",2429,2429,68047,653,2402,454,454,16441,101,448
36081046200,"Census Tract 462, Queens County, New York",6099,6099,54489,1987,5788,1038,1038,10010,358,1025
36081046300,"Census Tract 463, Queens County, New York",3791,3791,57518,1057,3791,707,707,7715,163,707
36081046400,"Census Tract 464, Queens County, New York",2142,2142,100781,551,1777,397,397,12035,86,297
36081046500,"Census Tract 465, Queens County, New York",4618,4618,74205,1007,4618,822,822,12426,106,822
36081046600,"Census Tract 466, Queens County, New York",4631,4631,63496,1329,4631,802,802,11041,133,802
36081046700,"Census Tract 467, Queens County, New York",6202,6202,61215,1943,6058,1099,1099,14325,285,1062
36081046800,"Census Tract 468, Queens County, New York",3801,3801,74669,1010,3801,636,636,10396,94,636
36081046901,"Census Tract 469.01, Queens County, New York",4961,4961,62583,1304,4961,1236,1236,18006,218,1236
36081046902,"Census Tract 469.02, Queens County, New York",4194,4194,69417,1135,4194,544,544,28947,86,544
36081047000,"Census Tract 470, Queens County, New York",3637,3637,50000,992,3635,673,673,36794,290,673
36081047100,"Census Tract 471, Queens County, New York",4486,4486,47067,1472,4486,724,724,10021,284,724
36081047200,"Census Tract 472, Queens County, New York",3945,3945,100475,1391,3613,590,590,20597,206,568
36081047300,"Census Tract 473, Queens County, New York",4383,4383,62799,1607,4345,628,628,4780,168,612
36081047500,"Census Tract 475, Queens County, New York",5178,5178,74769,1587,5178,660,660,9200,235,660
36081047600,"Census Tract 476, Queens County, New York",1496,1496,101928,559,1496,260,260,45462,126,260
36081047801,"Census Tract 478.01, Queens County, New York",3794,3794,37427,1903,3791,696,696,23811,373,697
36081047802,"Census Tract 478.02, Queens County, New York",1186,1186,87066,383,1186,356,356,30145,93,356
36081047900,"Census Tract 479, Queens County, New York",5829,5829,68179,1721,5821,967,967,8403,252,966
36081048000,"Census Tract 480, Queens County, New York",2512,2512,86450,677,2512,511,511,24656,153,511
36081048100,"Census Tract 481, Queens County, New York",7140,7140,64091,1856,6775,1293,1293,14963,303,1304
36081048200,"Census Tract 482, Queens County, New York",1414,1414,68942,425,1345,261,261,18625,85,259
36081048301,"Census Tract 483.01, Queens County, New York",2105,2105,60298,721,2105,387,387,21528,172,387
36081048302,"Census Tract 483.02, Queens County, New York",2300,2300,78592,625,2300,613,613,13723,143,613
36081048400,"Census Tract 484, Queens County, New York",4806,4806,75106,1332,4806,857,857,18201,138,857
36081048500,"Census Tract 485, Queens County, New York",4255,4255,62434,1447,4255,667,667,16367,188,667
36081048900,"Census Tract 489, Queens County, New York",1609,1609,62000,506,1609,427,427,23207,215,427
36081049201,"Census Tract 492.01, Queens County, New York",3325,3325,74583,1345,3319,501,501,16936,128,501
36081049202,"Census Tract 492.02, Queens County, New York",2532,2532,95919,607,2532,723,723,28002,122,723
36081049301,"Census Tract 493.01, Queens County, New York",2467,2467,68125,749,2467,466,466,19130,109,466
36081049302,"Census Tract 493.02, Queens County, New York",2992,2992,65735,948,2815,559,559,36468,209,546
36081049500,"Census Tract 495, Queens County, New York",1713,1713,104107,523,1697,248,248,35623,82,250
36081049600,"Census Tract 496, Queens County, New York",3451,3451,93209,911,3451,521,521,19640,113,521
36081049700,"Census Tract 497, Queens County, New York",2883,2883,63700,894,2883,772,772,33827,170,772
36081049900,"Census Tract 499, Queens County, New York",5705,5705,65270,1608,5705,828,828,12484,151,828
36081050000,"Census Tract 500, Queens County, New York",4850,4850,65698,1570,4539,801,801,17827,157,772
36081050201,"Census Tract 502.01, Queens County, New York",1645,1645,79342,464,1645,348,348,18112,95,348
36081050202,"Census Tract 502.02, Queens County, New York",1301,1301,69398,383,1301,225,225,24429,62,225
36081050400,"Census Tract 504, Queens County, New York",1775,1775,102885,536,1771,356,356,17300,98,357
36081050500,"Census Tract 505, Queens County, New York",1895,1895,79375,567,1895,445,445,46075,97,445
36081050600,"Census Tract 506, Queens County, New York",1538,1538,118542,453,1538,345,345,39833,70,345
36081050700,"Census Tract 507, Queens County, New York",3717,3717,80833,1346,3717,571,571,40995,168,571
36081050800,"Census Tract 508, Queens County, New York",2032,2032,66471,654,2014,412,412,24606,103,410
36081051000,"Census Tract 510, Queens County, New York",1945,1945,76250,442,1945,434,434,28650,34,434
36081051100,"Census Tract 511, Queens County, New York",2562,2562,109310,774,2562,509,509,7773,104,509
36081051200,"Census Tract 512, Queens County, New York",2724,2724,87917,670,2686,508,508,16912,111,498
36081051300,"Census Tract 513, Queens County, New York",2843,2843,103304,831,2843,415,415,9841,96,415
36081051500,"Census Tract 515, Queens County, New York",3565,3565,94289,1165,3565,618,618,14270,131,618
36081051600,"Census Tract 516, Queens County, New York",2186,2186,99643,562,2178,423,423,39045,75,421
36081051700,"Census Tract 517, Queens County, New York",1816,1816,98015,699,1816,404,404,40061,146,404
36081051800,"Census Tract 518, Queens County, New York",2602,2602,105329,597,2602,502,502,22515,86,502
36081052000,"Census Tract 520, Queens County, New York",1457,1457,75625,434,1437,293,293,24120,66,299
36081052100,"Census Tract 521, Queens County, New York",2059,2059,108194,680,2058,399,399,21491,81,399
36081052200,"Census Tract 522, Queens County, New York",1965,1965,95000,500,1965,332,332,26947,56,332
36081052400,"Census Tract 524, Queens County, New York",2309,2309,109477,586,2308,335,335,13444,86,337
36081052500,"Census Tract 525, Queens County, New York",2647,2647,66667,816,2647,413,413,14371,70,413
36081052600,"Census Tract 526, Queens County, New York",2393,2393,78696,756,2386,368,368,25215,195,367
36081052800,"Census Tract 528, Queens County, New York",1543,1543,78387,496,1543,309,309,13076,97,309
36081053000,"Census Tract 530, Queens County, New York",2662,2662,117333,602,2662,606,606,42182,68,606
36081053100,"Census Tract 531, Queens County, New York",3638,3638,65040,1385,3613,600,600,19218,196,594
36081053200,"Census Tract 532, Queens County, New York",2245,2245,72500,574,2228,380,380,26635,90,377
36081053401,"Census Tract 534.01, Queens County, New York",2048,2048,106833,550,2048,513,513,9570,75,513
36081053501,"Census Tract 535.01, Queens County, New York",1372,1372,71793,505,1359,369,369,45662,176,369
36081053800,"Census Tract 538, Queens County, New York",1656,1656,103250,428,1656,329,329,16050,77,329
36081053901,"Census Tract 539.01, Queens County, New York",4427,4427,83172,1474,4422,506,506,17139,182,507
36081053902,"Census Tract 539.02, Queens County, New York",170,170,137171,73,170,97,97,77762,36,97
36081054000,"Census Tract 540, Queens County, New York",4214,4214,72212,1319,4209,755,755,34306,236,755
36081054200,"Census Tract 542, Queens County, New York",5999,5999,82406,1710,5823,1002,1002,23401,356,974
36081054500,"Census Tract 545, Queens County, New York",4061,4061,55694,1376,4061,651,651,15301,266,651
36081054700,"Census Tract 547, Queens County, New York",5163,5163,87895,1458,5137,826,826,23930,266,831
36081054800,"Census Tract 548, Queens County, New York",2635,2635,90208,694,2635,348,348,35039,115,348
36081054900,"Census Tract 549, Queens County, New York",6139,6139,82727,1618,6059,961,961,3287,119,942
36081055100,"Census Tract 551, Queens County, New York",4466,4466,66250,1564,4462,551,551,20986,134,551
36081055200,"Census Tract 552, Queens County, New York",3016,3016,75511,954,2941,567,567,21153,113,561
36081055300,"Census Tract 553, Queens County, New York",3114,3114,77679,970,3114,569,569,14606,115,569
36081055400,"Census Tract 554, Queens County, New York",2786,2786,84750,756,2786,439,439,10189,111,439
36081055500,"Census Tract 555, Queens County, New York",2430,2430,81000,744,2378,446,446,36558,130,448
36081055600,"Census Tract 556, Queens County, New York",2580,2580,111860,722,2580,400,400,15143,100,400
36081055700,"Census Tract 557, Queens County, New York",4289,4289,81701,1375,4289,670,670,7450,145,670
36081055800,"Census Tract 558, Queens County, New York",1999,1999,88021,702,1999,383,383,48128,214,383
36081055900,"Census Tract 559, Queens County, New York",1149,1149,71324,346,1149,273,273,6486,57,273
36081056000,"Census Tract 560, Queens County, New York",1791,1791,80179,449,1788,386,386,38569,57,385
36081056200,"Census Tract 562, Queens County, New York",1573,1573,87344,517,1573,295,295,41277,165,295
36081056400,"Census Tract 564, Queens County, New York",1216,1216,69464,465,1216,330,330,29682,130,330
36081056500,"Census Tract 565, Queens County, New York",1739,1739,98750,597,1739,288,288,20921,132,288
36081056600,"Census Tract 566, Queens County, New York",1454,1454,65625,483,1454,371,371,39301,137,371
36081056700,"Census Tract 567, Queens County, New York",5430,5430,103045,1581,5421,993,993,24296,207,993
36081056800,"Census Tract 568, Queens County, New York",5310,5310,99339,1549,5270,745,745,21478,226,759
36081057700,"Census Tract 577, Queens County, New York",3641,3641,74500,1472,3641,644,644,14283,177,644
36081057900,"Census Tract 579, Queens County, New York",1591,1591,65370,607,1591,343,343,7550,115,343
36081058000,"Census Tract 580, Queens County, New York",4407,4407,99648,1095,4341,884,884,23753,131,875
36081058100,"Census Tract 581, Queens County, New York",3264,3264,64896,1137,3264,864,864,30228,274,864
36081058200,"Census Tract 582, Queens County, New York",5440,5440,109527,1504,5333,906,906,20505,228,890
36081058300,"Census Tract 583, Queens County, New York",3718,3718,82772,1353,3718,497,497,25801,168,497
36081058500,"Census Tract 585, Queens County, New York",4737,4737,72950,1609,4737,554,554,14376,158,554
36081058700,"Census Tract 587, Queens County, New York",3532,3532,91301,1349,3532,433,433,9244,197,433
36081058900,"Census Tract 589, Queens County, New York",5053,5053,62403,1853,5033,672,672,28915,243,668
36081059000,"Census Tract 590, Queens County, New York",1401,1401,95625,406,1401,361,361,46959,57,361
36081059100,"Census Tract 591, Queens County, New York",5735,5735,68364,2299,5735,817,817,7021,265,817
36081059200,"Census Tract 592, Queens County, New York",1624,1624,111667,466,1624,269,269,28769,122,269
36081059300,"Census Tract 593, Queens County, New York",4274,4274,73693,1516,4274,750,750,24091,203,750
36081059400,"Census Tract 594, Queens County, New York",1871,1871,126774,534,1871,358,358,25572,64,358
36081059501,"Census Tract 595.01, Queens County, New York",1929,1929,91053,648,1929,352,352,25381,111,352
36081059502,"Census Tract 595.02, Queens County, New York",3130,3130,71801,887,3125,740,740,23248,163,740
36081059600,"Census Tract 596, Queens County, New York",1531,1531,69107,569,1531,322,322,29189,189,322
36081059800,"Census Tract 598, Queens County, New York",1882,1882,93808,562,1850,570,570,6279,89,570
36081059900,"Census Tract 599, Queens County, New York",1231,1231,77222,488,1231,239,239,20941,59,239
36081060000,"Census Tract 600, Queens County, New York",1118,1118,107946,427,1118,167,167,59021,103,167
36081060100,"Census Tract 601, Queens County, New York",2512,2512,96953,802,2512,406,406,27075,128,406
36081060300,"Census Tract 603, Queens County, New York",2050,2050,90074,663,2042,426,426,37153,142,426
36081060800,"Census Tract 608, Queens County, New York",1536,1536,101042,439,1536,282,282,36208,75,282
36081061000,"Census Tract 610, Queens County, New York",1528,1528,97813,454,1528,234,234,44455,40,234
36081061200,"Census Tract 612, Queens County, New York",2204,2204,126638,546,2204,548,548,17247,103,548
36081061301,"Census Tract 613.01, Queens County, New York",5877,5877,66835,1924,5856,1034,1034,7938,198,1032
36081061400,"Census Tract 614, Queens County, New York",1493,1493,132633,435,1493,305,305,18905,96,305
36081061601,"Census Tract 616.01, Queens County, New York",2735,2735,99583,801,2735,469,469,25967,96,469
36081061602,"Census Tract 616.02, Queens County, New York",1111,1111,111089,359,1111,149,149,14084,52,149
36081061800,"Census Tract 618, Queens County, New York",1886,1886,92670,683,1832,320,320,18357,55,308
36081061900,"Census Tract 619, Queens County, New York",3657,3657,100861,1167,3657,772,772,37476,208,772
36081062000,"Census Tract 620, Queens County, New York",1607,1607,103417,511,1589,252,252,19768,66,254
36081062100,"Census Tract 621, Queens County, New York",2938,2938,83773,1001,2925,554,554,19135,145,554
36081062200,"Census Tract 622, Queens County, New York",2195,2195,124236,645,2185,428,428,33131,92,425
36081062300,"Census Tract 623, Queens County, New York",2210,2210,68869,847,2210,438,438,18651,133,438
36081062500,"Census Tract 625, Queens County, New York",2388,2388,80625,871,2388,406,406,24006,116,406
36081062600,"Census Tract 626, Queens County, New York",3106,3106,107946,887,3100,450,450,15582,89,450
36081062700,"Census Tract 627, Queens County, New York",2861,2861,66042,1090,2861,574,574,23076,170,574
36081062900,"Census Tract 629, Queens County, New York",3494,3494,86309,1215,3491,476,476,1080,258,476
36081063000,"Census Tract 630, Queens County, New York",1629,1629,110583,585,1629,271,271,24325,99,271
36081063200,"Census Tract 632, Queens County, New York",2596,2596,111667,722,2553,388,388,24405,99,390
36081063301,"Census Tract 633.01, Queens County, New York",1562,1562,83750,530,1562,276,276,25441,76,276
36081063302,"Census Tract 633.02, Queens County, New York",1857,1857,105417,583,1831,539,539,42979,96,537
36081063500,"Census Tract 635, Queens County, New York",2617,2617,74029,918,2613,550,550,8916,148,550
36081063700,"Census Tract 637, Queens County, New York",3672,3672,91655,1270,3672,659,659,10836,216,659
36081063800,"Census Tract 638, Queens County, New York",3487,3487,108417,1075,3486,630,630,29826,168,630
36081063900,"Census Tract 639, Queens County, New York",3195,3195,75729,1019,3195,789,789,25243,79,789
36081064101,"Census Tract 641.01, Queens County, New York",2537,2537,78403,953,2530,351,351,9473,102,350
36081064500,"Census Tract 645, Queens County, New York",2001,2001,87632,758,1993,394,394,20512,150,392
36081064600,"Census Tract 646, Queens County, New York",3528,3528,104063,1109,3518,468,468,18840,131,462
36081065000,"Census Tract 650, Queens County, New York",2915,2915,112411,850,2897,528,528,25856,115,518
36081065401,"Census Tract 654.01, Queens County, New York",3867,3867,100313,929,3794,510,510,8729,106,498
36081065600,"Census Tract 656, Queens County, New York",4754,4754,97850,1502,4754,852,852,19077,230,852
36081065702,"Census Tract 657.02, Queens County, New York",1376,1376,74511,569,1365,239,239,12153,78,238
36081065703,"Census Tract 657.03, Queens County, New York",3057,3057,103288,1057,3057,898,898,20528,226,898
36081065900,"Census Tract 659, Queens County, New York",2066,2066,106304,652,2066,396,396,28332,74,396
36081066000,"Census Tract 660, Queens County, New York",3365,3365,69583,1131,3363,446,446,16834,210,447
36081066100,"Census Tract 661, Queens County, New York",1689,1689,102411,639,1689,217,217,41927,66,217
36081066301,"Census Tract 663.01, Queens County, New York",2940,2940,116848,1004,2940,325,325,22786,145,325
36081066401,"Census Tract 664.01, Queens County, New York",2029,2029,161250,427,2029,425,425,99635,32,425
36081066402,"Census Tract 664.02, Queens County, New York",2593,2593,101365,1009,2591,501,501,15285,137,501
36081066403,"Census Tract 664.03, Queens County, New York",5963,5963,88317,1623,5959,1487,1487,15907,271,1490
36081066501,"Census Tract 665.01, Queens County, New York",4333,4333,77453,1593,4322,753,753,26882,212,749
36081066701,"Census Tract 667.01, Queens County, New York",2894,2894,113125,880,2894,573,573,27468,118,573
36081066900,"Census Tract 669, Queens County, New York",1625,1625,90078,603,1625,278,278,26020,80,278
36081067100,"Census Tract 671, Queens County, New York",2684,2684,104839,947,2611,338,338,8116,122,327
36081067700,"Census Tract 677, Queens County, New York",1934,1934,105583,691,1934,272,272,39280,99,272
36081067900,"Census Tract 679, Queens County, New York",4812,4812,62266,1751,4411,557,557,17738,204,524
36081068000,"Census Tract 680, Queens County, New York",5726,5726,114327,1538,5726,839,839,17809,237,839
36081068200,"Census Tract 682, Queens County, New York",1141,1141,93631,365,1137,232,232,15043,56,233
36081068300,"Census Tract 683, Queens County, New York",4332,4332,59107,1645,4314,521,521,12574,176,520
36081068700,"Census Tract 687, Queens County, New York",4354,4354,56855,2024,4354,669,669,17908,396,669
36081069000,"Census Tract 690, Queens County, New York",4213,4213,108897,1046,4198,778,778,17093,141,775
36081069300,"Census Tract 693, Queens County, New York",3119,3119,75119,1272,3119,613,613,21288,212,613
36081069400,"Census Tract 694, Queens County, New York",3607,3607,93675,1071,3580,586,586,23851,153,580
36081069500,"Census Tract 695, Queens County, New York",2381,2381,100903,812,2360,426,426,9302,94,419
36081069701,"Census Tract 697.01, Queens County, New York",4299,4299,93032,1792,4299,459,459,8140,127,459
36081069702,"Census Tract 697.02, Queens County, New York",4351,4351,79433,1604,4178,691,691,10986,263,637
36081070300,"Census Tract 703, Queens County, New York",2045,2045,85805,882,2045,315,315,9271,147,315
36081070700,"Census Tract 707, Queens County, New York",2755,2755,110052,1029,2750,350,350,20495,108,348
36081070900,"Census Tract 709, Queens County, New York",3161,3161,105167,1124,3161,482,482,17904,183,482
36081071100,"Census Tract 711, Queens County, New York",6133,6133,87682,2861,6057,736,736,18182,381,735
36081071303,"Census Tract 713.03, Queens County, New York",5854,5854,89412,2648,5854,776,776,8131,286,776
36081071304,"Census Tract 713.04, Queens County, New York",6275,6275,88549,3105,6275,737,737,33829,292,737
36081071305,"Census Tract 713.05, Queens County, New York",5108,5108,100685,2440,5108,554,554,12292,202,554
36081071306,"Census Tract 713.06, Queens County, New York",7482,7482,86686,3148,7482,1291,1291,18591,397,1291
36081071701,"Census Tract 717.01, Queens County, New York",5438,5438,61426,2397,5438,1060,1060,11628,273,1060
36081071702,"Census Tract 717.02, Queens County, New York",4287,4287,79292,1980,4287,425,425,20715,163,425
36081071900,"Census Tract 719, Queens County, New York",2911,2911,49674,1030,2911,368,368,18627,139,368
36081072100,"Census Tract 721, Queens County, New York",4781,4781,76318,2143,4742,792,792,19766,407,786
36081072300,"Census Tract 723, Queens County, New York",2189,2189,171250,850,2165,343,343,78112,156,337
36081072900,"Census Tract 729, Queens County, New York",1471,1471,151932,485,1462,263,263,61508,88,263
36081073100,"Census Tract 731, Queens County, New York",1658,1658,145529,553,1658,270,270,11385,65,270
36081073700,"Census Tract 737, Queens County, New York",2233,2233,106023,1093,2233,266,266,26457,121,266
36081073900,"Census Tract 739, Queens County, New York",5597,5597,109276,2600,5450,737,737,12824,355,733
36081074100,"Census Tract 741, Queens County, New York",3131,3131,83214,1576,3123,512,512,24209,181,512
36081074300,"Census Tract 743, Queens County, New York",4423,4423,76875,1744,4412,784,784,18818,205,783
36081074500,"Census Tract 745, Queens County, New York",3814,3814,46659,1562,3814,647,647,8006,184,647
36081074700,"Census Tract 747, Queens County, New York",3540,3540,109240,1243,3540,584,584,11843,172,584
36081074900,"Census Tract 749, Queens County, New York",1412,1412,211020,527,1412,264,264,20936,78,264
36081075701,"Census Tract 757.01, Queens County, New York",4877,4877,99954,2384,4877,796,796,16534,176,796
36081075702,"Census Tract 757.02, Queens County, New York",5866,5866,123170,2489,5698,1151,1151,27769,313,1154
36081076901,"Census Tract 769.01, Queens County, New York",4672,4672,97097,2312,4672,733,733,25635,372,733
36081076902,"Census Tract 769.02, Queens County, New York",1168,1168,98438,579,1168,148,148,27671,70,148
36081077300,"Census Tract 773, Queens County, New York",2136,2136,99444,1076,2136,240,240,14977,121,240
36081077500,"Census Tract 775, Queens County, New York",2201,2201,90781,997,2201,393,393,28657,173,393
36081077902,"Census Tract 779.02, Queens County, New York",5062,5062,92214,1798,5062,895,895,31752,373,895
36081077903,"Census Tract 779.03, Queens County, New York",3418,3418,84318,1180,3416,691,691,26650,149,690
36081077904,"Census Tract 779.04, Queens County, New York",6281,6281,103542,2055,6201,1215,1215,15057,254,1212
36081077905,"Census Tract 779.05, Queens County, New York",2851,2851,93579,1336,2696,686,686,10264,227,664
36081077906,"Census Tract 779.06, Queens County, New York",3655,3655,70096,1302,3641,477,477,11341,158,476
36081077907,"Census Tract 779.07, Queens County, New York",3521,3521,49857,1060,3344,635,635,22978,207,624
36081077908,"Census Tract 779.08, Queens County, New York",3267,3267,53362,1134,3023,443,443,33000,137,445
36081078800,"Census Tract 788, Queens County, New York",2082,2082,110833,534,2065,534,534,24644,108,524
36081079000,"Census Tract 790, Queens County, New York",2745,2745,81573,777,2690,529,529,20919,126,521
36081079200,"Census Tract 792, Queens County, New York",2675,2675,68871,860,2623,543,543,24428,194,512
36081079701,"Census Tract 797.01, Queens County, New York",6505,6505,41944,2952,6502,1130,1130,15769,515,1130
36081079702,"Census Tract 797.02, Queens County, New York",4026,4026,54096,1464,4026,779,779,23990,340,779
36081079900,"Census Tract 799, Queens County, New York",3401,3401,46273,1055,3383,657,657,8869,260,651
36081080301,"Census Tract 803.01, Queens County, New York",3441,3441,50033,1001,3441,731,731,7124,122,731
36081080302,"Census Tract 803.02, Queens County, New York",3567,3567,71760,919,3567,804,804,14070,72,804
36081080900,"Census Tract 809, Queens County, New York",7434,7434,73946,2527,6925,1045,1045,22815,278,1021
36081081400,"Census Tract 814, Queens County, New York",4971,4971,125343,1026,4950,841,841,37919,120,844
36081081800,"Census Tract 818, Queens County, New York",4239,4239,88068,1026,4177,803,803,21366,139,787
36081083700,"Census Tract 837, Queens County, New York",5531,5531,56356,1559,5518,787,787,11165,258,786
36081083800,"Census Tract 838, Queens County, New York",5904,5904,84481,1553,5861,903,903,18311,282,888
36081084000,"Census Tract 840, Queens County, New York",7216,7216,106325,1903,7200,964,964,15036,242,963
36081084500,"Census Tract 845, Queens County, New York",4984,4984,32285,2048,4980,703,703,16848,236,704
36081084601,"Census Tract 846.01, Queens County, New York",3081,3081,94414,795,3062,428,428,17215,53,432
36081084602,"Census Tract 846.02, Queens County, New York",1201,1201,73036,231,1187,523,523,24785,87,521
36081084901,"Census Tract 849.01, Queens County, New York",2400,2400,48191,1015,2400,761,761,23378,224,761
36081084902,"Census Tract 849.02, Queens County, New York",4086,4086,48409,1260,4086,806,806,19967,171,806
36081085300,"Census Tract 853, Queens County, New York",5742,5742,32404,2486,5742,797,797,7959,524,797
36081085500,"Census Tract 855, Queens County, New York",7041,7041,38567,2681,7041,1194,1194,6825,234,1194
36081085700,"Census Tract 857, Queens County, New York",5033,5033,47609,1828,4728,791,791,9332,288,783
36081085900,"Census Tract 859, Queens County, New York",5465,5465,53821,2213,5455,1004,1004,4920,444,1004
36081086100,"Census Tract 861, Queens County, New York",2282,2282,52019,773,2266,428,428,15109,69,432
36081086300,"Census Tract 863, Queens County, New York",6807,6807,41716,2411,6807,1004,1004,14294,259,1004
36081086400,"Census Tract 864, Queens County, New York",2827,2827,106612,731,2827,442,442,22958,89,442
36081086500,"Census Tract 865, Queens County, New York",4333,4333,40777,2197,4333,672,672,20838,268,672
36081086900,"Census Tract 869, Queens County, New York",1693,1693,41645,807,1692,364,364,35521,266,364
36081087100,"Census Tract 871, Queens County, New York",3589,3589,39261,1583,3565,500,500,7848,186,493
36081088400,"Census Tract 884, Queens County, New York",9187,9187,97830,3384,9175,1183,1183,25422,497,1185
36081088902,"Census Tract 889.02, Queens County, New York",5580,5580,50307,2287,5580,1011,1011,12020,349,1011
36081088903,"Census Tract 889.03, Queens County, New York",5266,5266,73060,1585,5089,1072,1072,22971,149,1003
36081089201,"Census Tract 892.01, Queens County, New York",9069,9069,132739,2845,8885,1661,1661,29155,316,1660
36081090700,"Census Tract 907, Queens County, New York",1590,1590,83917,548,1570,280,280,37233,163,285
36081091603,"Census Tract 916.03, Queens County, New York",3782,3782,113047,1403,3782,867,867,26222,236,867
36081091900,"Census Tract 919, Queens County, New York",5776,5776,88466,1761,5222,1004,1004,35114,310,964
36081092200,"Census Tract 922, Queens County, New York",2273,2273,163500,818,2273,341,341,32816,77,341
36081092500,"Census Tract 925, Queens County, New York",3611,3611,50234,1042,3610,898,898,11460,191,898
36081092800,"Census Tract 928, Queens County, New York",3925,3925,138452,1282,3925,661,661,20838,139,661
36081092900,"Census Tract 929, Queens County, New York",7750,7750,74122,2230,7738,1180,1180,10197,246,1176
36081093401,"Census Tract 934.01, Queens County, New York",4094,4094,92847,1483,3920,792,792,14656,112,792
36081093402,"Census Tract 934.02, Queens County, New York",4378,4378,98636,1576,4345,1031,1031,31320,161,1058
36081093800,"Census Tract 938, Queens County, New York",5289,5289,60917,2165,4585,744,744,15288,192,726
36081093900,"Census Tract 939, Queens County, New York",6245,6245,83929,1796,6244,935,935,6867,198,935
36081094201,"Census Tract 942.01, Queens County, New York",3343,3343,70236,1319,3229,647,647,17798,188,619
36081094202,"Census Tract 942.02, Queens County, New York",6057,6057,51098,2057,6057,823,823,16145,287,823
36081094203,"Census Tract 942.03, Queens County, New York",6701,6701,55231,2973,6623,948,948,17733,386,932
36081094500,"Census Tract 945, Queens County, New York",4081,4081,70840,1253,4081,696,696,15189,142,696
